bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_basement,house_age,is_renovated,years_since_renovation,city_target_enc,zip_target_enc,sqft_living_per_bathroom,lot_to_living_ratio,total_rooms,bath_bed_ratio
3.0,1.75,1480,7225,1.0,0,0,4,0,49,0,49,377807.7863636364,401767.1379310345,538.1818181818181,4.881756756756757,4.75,0.4375
4.0,1.0,1320,4440,1.5,0,0,3,0,85,0,85,576183.7791741472,593491.5454545454,660.0,3.3636363636363638,5.0,0.2
1.0,2.25,2140,10350,1.0,0,0,3,670,38,0,38,602057.1753246753,578701.4130434783,658.4615384615385,4.836448598130841,3.25,1.125
4.0,3.5,4560,16643,1.0,0,3,3,2330,19,0,19,847974.924611399,802442.5981012658,1013.3333333333334,3.649780701754386,7.5,0.7
4.0,3.0,2800,9764,2.0,0,0,3,0,12,0,12,351942.0882352941,351942.0882352941,700.0,3.487142857142857,7.0,0.6
3.0,1.0,1050,5000,1.0,0,0,4,0,47,0,47,370580.66352040815,393745.6779661017,525.0,4.761904761904762,4.0,0.25
3.0,1.5,1490,9630,1.0,0,0,4,0,55,0,55,451624.14634146343,451624.14634146343,596.0,6.4630872483221475,4.5,0.375
2.0,1.0,1730,6375,2.0,0,0,4,0,69,0,69,576183.7791741472,428104.3859649123,865.0,3.684971098265896,3.0,0.3333333333333333
4.0,1.0,1210,3760,1.5,0,0,3,0,114,1,9,574543.2427470535,602889.9619047618,605.0,3.1074380165289255,5.0,0.2
4.0,2.5,2800,8494,2.0,0,0,3,0,10,1,11,339211.3264705882,339211.3264705882,800.0,3.0335714285714284,6.5,0.5
3.0,1.5,1570,1050,2.0,0,0,3,0,99,0,99,573185.0026954178,971798.75,628.0,0.6687898089171974,4.5,0.375
3.0,2.25,1400,31626,1.0,0,0,2,260,27,0,27,297123.8925619835,363214.4727272727,430.7692307692308,22.59,5.25,0.5625
4.0,2.0,2850,7861,1.0,0,4,4,1400,44,0,44,576183.7791741472,552908.4521276596,950.0,2.7582456140350877,6.0,0.4
6.0,3.0,1880,7200,1.0,0,0,4,0,48,0,48,371872.2878787879,392019.0338983051,470.0,3.8297872340425534,9.0,0.42857142857142855
2.0,1.0,790,8424,1.0,0,0,4,0,61,1,31,428665.7159090909,382164.4375,395.0,10.663291139240506,3.0,0.3333333333333333
2.0,1.75,1300,4000,2.0,0,0,3,0,66,1,20,570223.1185050136,896874.1724137932,472.72727272727275,3.076923076923077,3.75,0.5833333333333334
3.0,1.0,2120,7735,1.0,0,0,4,1060,47,0,47,371872.2878787879,510118.0,1060.0,3.6485849056603774,4.0,0.25
3.0,1.5,1540,4773,2.0,0,0,3,0,73,1,5,574543.2427470535,423128.77358490566,616.0,3.0993506493506495,4.5,0.375
4.0,2.75,2620,13777,1.5,0,2,4,900,88,1,21,573185.0026954178,634904.25,698.6666666666666,5.258396946564885,6.75,0.55
6.0,3.0,2880,3192,2.0,0,0,4,700,95,1,29,576183.7791741472,581484.52,720.0,1.1083333333333334,9.0,0.42857142857142855
4.0,1.0,1680,4021,1.5,0,0,3,0,93,1,14,583475.1987418453,598663.1875,840.0,2.393452380952381,5.0,0.2
2.0,1.0,790,6969,1.0,0,0,3,0,59,1,30,664524.1592356688,661440.7894736842,395.0,8.821518987341772,3.0,0.3333333333333333
3.0,1.0,1092,7500,1.5,0,0,3,0,96,0,96,576183.7791741472,286897.82608695654,546.0,6.868131868131868,4.0,0.25
3.0,1.5,1650,9936,1.0,0,0,3,560,47,1,3,302406.8613861386,314291.5789473684,660.0,6.0218181818181815,4.5,0.375
3.0,2.5,2090,4700,2.0,0,0,3,0,12,0,12,315737.9310344828,334007.40625,597.1428571428571,2.248803827751196,5.5,0.625
4.0,1.75,2180,28710,1.0,0,0,3,1000,64,1,9,257737.16,311282.93333333335,792.7272727272727,13.169724770642201,5.75,0.35
4.0,2.5,1990,6671,2.0,0,0,3,0,25,0,25,290510.51923076925,287434.2,568.5714285714286,3.352261306532663,6.5,0.5
4.0,2.5,2650,7945,2.0,0,0,3,0,8,0,8,583475.1987418453,455981.53846153844,757.1428571428571,2.9981132075471697,6.5,0.5
4.0,3.5,4460,16953,1.0,0,0,3,1910,52,1,20,2144683.3333333335,2144683.3333333335,991.1111111111111,3.801121076233184,7.5,0.7
3.0,1.0,910,8000,1.0,0,0,4,170,64,1,31,420507.6153846154,756218.7948717949,455.0,8.791208791208792,4.0,0.25
3.0,2.5,2770,10773,2.0,0,2,3,0,22,0,22,847974.924611399,660358.3333333334,791.4285714285714,3.889169675090253,5.5,0.625
3.0,2.0,2390,6888,2.0,0,1,5,0,75,0,75,583475.1987418453,600662.226744186,796.6666666666666,2.882008368200837,5.0,0.5
3.0,2.5,3050,158558,1.0,0,0,4,0,27,0,27,371872.2878787879,307678.125,871.4285714285714,51.98622950819672,5.5,0.625
3.0,2.5,1700,4000,2.0,0,0,3,0,11,0,11,533938.304347826,533938.304347826,485.7142857142857,2.3529411764705883,5.5,0.625
5.0,3.5,3200,43560,2.0,0,0,3,0,25,0,25,371872.2878787879,510118.0,711.1111111111111,13.6125,8.5,0.5833333333333334
3.0,1.75,1200,4500,1.0,0,0,5,0,108,0,108,570223.1185050136,322012.1379310345,436.3636363636364,3.75,4.75,0.4375
4.0,2.25,2220,6953,2.0,0,0,4,0,15,0,15,339556.4805970149,339556.4805970149,683.0769230769231,3.131981981981982,6.25,0.45
3.0,2.5,2480,9041,2.0,0,0,3,0,10,1,11,662070.8855421686,692332.75,708.5714285714286,3.645564516129032,5.5,0.625
4.0,2.25,2560,12100,1.0,0,0,4,800,38,1,22,659713.198757764,628759.967032967,787.6923076923077,4.7265625,6.25,0.45
4.0,1.5,2500,6300,1.0,0,0,4,1000,53,1,13,302187.765625,276112.8,1000.0,2.52,5.5,0.3
2.0,1.0,1150,4000,1.0,0,0,3,0,67,1,2,570223.1185050136,731861.7619047619,575.0,3.4782608695652173,3.0,0.3333333333333333
4.0,1.75,1650,7775,1.0,0,0,4,500,64,1,31,576183.7791741472,368028.3015873016,600.0,4.712121212121212,5.75,0.35
3.0,1.75,1140,9628,1.0,0,0,4,0,45,0,45,290510.51923076925,287434.2,414.54545454545456,8.445614035087718,4.75,0.4375
3.0,1.75,3400,8965,1.0,0,2,5,1580,57,0,57,574543.2427470535,951532.2580645161,1236.3636363636363,2.636764705882353,4.75,0.4375
3.0,1.0,1180,43124,1.0,0,0,4,0,55,0,55,611821.4210526316,590589.0952380953,590.0,36.545762711864406,4.0,0.25
3.0,2.5,1700,4105,2.0,0,0,3,0,22,0,22,576183.7791741472,593491.5454545454,485.7142857142857,2.414705882352941,5.5,0.625
3.0,1.5,1240,11200,1.0,0,0,4,0,60,1,35,859295.1570351758,809147.9375,496.0,9.03225806451613,4.5,0.375
5.0,2.25,2890,12478,2.0,0,0,3,0,37,1,10,707300.656504065,637825.9692307692,889.2307692307693,4.317647058823529,7.25,0.375
3.0,1.0,1060,10050,1.0,0,0,4,0,47,0,47,445182.39130434784,445182.39130434784,530.0,9.481132075471699,4.0,0.25
4.0,1.75,1590,10523,2.0,0,0,4,0,92,0,92,402504.4879518072,368028.3015873016,578.1818181818181,6.618238993710692,5.75,0.35
6.0,5.25,2860,5682,2.0,0,0,3,0,36,0,36,297123.8925619835,220484.78260869565,457.6,1.9867132867132866,11.25,0.75
1.0,1.0,820,1060,1.0,0,0,3,60,7,0,7,573185.0026954178,446315.6779661017,410.0,1.2926829268292683,2.0,0.5
3.0,2.0,2020,8118,1.0,0,0,3,1000,51,1,6,847974.924611399,660358.3333333334,673.3333333333334,4.018811881188118,5.0,0.5
4.0,2.25,1870,9680,1.0,0,0,4,700,55,0,55,654481.2884615385,520942.46376811597,575.3846153846154,5.176470588235294,6.25,0.45
3.0,2.5,2170,4905,2.0,0,0,3,0,10,1,11,351942.0882352941,351942.0882352941,620.0,2.26036866359447,5.5,0.625
4.0,2.5,1600,6765,1.0,0,0,3,770,67,1,3,574543.2427470535,305084.0425531915,457.14285714285717,4.228125,6.5,0.5
4.0,1.75,2090,4300,1.5,0,0,4,840,89,1,46,574543.2427470535,534537.3662790698,760.0,2.0574162679425836,5.75,0.35
4.0,2.0,1700,6025,1.0,0,0,3,0,36,0,36,289521.22794117645,230185.82142857142,566.6666666666666,3.5441176470588234,6.0,0.4
4.0,1.75,1940,6909,1.0,0,0,4,970,73,1,16,570223.1185050136,382164.4375,705.4545454545455,3.561340206185567,5.75,0.35
3.0,1.0,1320,8625,1.0,0,0,4,0,57,1,13,371872.2878787879,392019.0338983051,660.0,6.534090909090909,4.0,0.25
4.0,2.25,3500,13875,1.0,0,4,4,1670,76,0,76,583475.1987418453,371058.47297297296,1076.923076923077,3.9642857142857144,6.25,0.45
5.0,3.5,2800,5120,2.5,0,0,3,0,111,1,9,583475.1987418453,577872.32,622.2222222222222,1.8285714285714285,8.5,0.5833333333333334
3.0,1.5,1080,2940,1.5,0,0,4,0,94,0,94,574543.2427470535,605400.1521739131,432.0,2.7222222222222223,4.5,0.375
4.0,2.5,3550,8048,2.0,0,0,3,0,7,0,7,561804.3541666666,561804.3541666666,1014.2857142857143,2.2670422535211268,6.5,0.5
3.0,2.0,2010,251341,2.0,0,0,3,500,11,0,11,413841.8,413841.8,670.0,125.0452736318408,5.0,0.5
3.0,1.75,1690,1468,2.0,0,0,3,310,6,0,6,570223.1185050136,322012.1379310345,614.5454545454545,0.8686390532544379,4.75,0.4375
3.0,1.5,1270,1443,3.0,0,0,3,0,7,0,7,583475.1987418453,600662.226744186,508.0,1.1362204724409448,4.5,0.375
3.0,2.25,1970,2377,2.0,0,0,3,290,6,0,6,574543.2427470535,353735.36363636365,606.1538461538462,1.2065989847715737,5.25,0.5625
4.0,2.75,3160,8097,2.0,0,0,3,0,0,0,0,654481.2884615385,805533.4016393443,842.6666666666666,2.562341772151899,6.75,0.55
3.0,2.5,1210,1200,3.0,0,0,3,0,6,0,6,583475.1987418453,598663.1875,345.7142857142857,0.9917355371900827,5.5,0.625
4.0,3.5,3120,5086,2.0,0,0,3,640,6,0,6,573185.0026954178,594233.6460674157,693.3333333333334,1.630128205128205,7.5,0.7
4.0,2.5,2670,8765,2.0,0,0,3,0,8,0,8,377807.7863636364,523649.19402985077,762.8571428571429,3.2827715355805243,6.5,0.5
3.0,2.25,1640,1204,3.0,0,0,3,0,0,0,0,576183.7791741472,1007907.8,504.61538461538464,0.7341463414634146,5.25,0.5625
4.0,2.5,2303,3680,2.0,0,0,3,0,1,1,91,308362.248,266959.525,658.0,1.5979157620495006,6.5,0.5
3.0,2.5,1800,3168,2.0,0,0,3,0,0,0,0,561804.3541666666,561804.3541666666,514.2857142857143,1.76,5.5,0.625
5.0,3.5,4460,2975,3.0,0,2,3,1180,1,1,91,570223.1185050136,891559.6774193548,991.1111111111111,0.6670403587443946,8.5,0.5833333333333334
2.0,2.5,1590,2656,2.0,0,0,3,370,5,0,5,576183.7791741472,286897.82608695654,454.2857142857143,1.6704402515723271,4.5,0.8333333333333334
4.0,3.5,3070,4684,2.0,0,0,3,880,5,0,5,602238.7424242424,586241.8196721311,682.2222222222222,1.5257328990228014,7.5,0.7
2.0,1.75,1330,7200,1.0,0,0,3,0,21,0,21,246844.69565217392,269830.4210526316,483.6363636363636,5.413533834586466,3.75,0.5833333333333334
3.0,1.0,990,6750,1.0,0,0,4,0,67,1,26,574543.2427470535,379153.1549295775,495.0,6.818181818181818,4.0,0.25
4.0,2.5,1900,5790,2.0,0,0,3,0,20,0,20,611394.2276422764,624091.0333333333,542.8571428571429,3.0473684210526315,6.5,0.5
3.0,2.5,2020,1159,3.0,0,3,3,0,14,0,14,576183.7791741472,581484.52,577.1428571428571,0.5737623762376237,5.5,0.625
3.0,1.75,2000,9416,1.0,0,0,4,0,53,1,13,654481.2884615385,805533.4016393443,727.2727272727273,4.708,4.75,0.4375
2.0,1.75,1100,7600,1.0,0,0,3,0,34,0,34,307819.2631578947,306565.7297297297,400.0,6.909090909090909,3.75,0.5833333333333334
1.0,1.0,960,40946,1.0,0,0,5,0,69,0,69,560478.0714285715,560478.0714285715,480.0,42.65208333333333,2.0,0.5
4.0,2.75,3488,9614,2.0,0,0,3,0,16,1,8,659713.198757764,632657.0428571429,930.1333333333333,2.7563073394495414,6.75,0.55
2.0,1.75,1890,9466,2.0,0,0,3,0,27,1,14,854623.3027093596,1326856.5666666667,687.2727272727273,5.008465608465609,3.75,0.5833333333333334
4.0,2.0,2030,8120,2.0,0,0,3,0,64,1,9,583475.1987418453,282381.0546875,676.6666666666666,4.0,6.0,0.4
3.0,1.75,1380,7350,1.0,0,0,3,390,33,1,1,271876.92307692306,313686.0298507463,501.8181818181818,5.326086956521739,4.75,0.4375
4.0,3.25,3660,5800,2.5,0,0,3,300,105,1,19,570223.1185050136,1067396.7391304348,861.1764705882352,1.5846994535519126,7.25,0.65
3.0,2.25,1870,3230,2.0,0,0,3,0,17,0,17,377807.7863636364,401767.1379310345,575.3846153846154,1.7272727272727273,5.25,0.5625
4.0,2.25,2080,12007,1.0,0,0,4,860,35,0,35,707300.656504065,637825.9692307692,640.0,5.772596153846154,6.25,0.45
4.0,2.75,2450,14803,2.0,0,0,4,0,26,0,26,635820.0,504551.94666666666,653.3333333333334,6.042040816326531,6.75,0.55
4.0,2.25,2750,6180,1.0,0,0,4,1250,66,0,66,574543.2427470535,445100.0,846.1538461538462,2.247272727272727,6.25,0.45
3.0,1.0,1240,4842,1.0,0,0,4,0,98,0,98,570223.1185050136,430721.18644067796,620.0,3.9048387096774193,4.0,0.25
3.0,2.5,1900,7604,2.0,0,0,3,0,24,1,5,665473.701171875,817309.8975409836,542.8571428571429,4.002105263157895,5.5,0.625
3.0,2.5,2540,6093,2.0,0,0,3,0,15,0,15,655071.1991869919,514387.5806451613,725.7142857142857,2.398818897637795,5.5,0.625
3.0,2.75,2100,10362,2.0,0,0,3,590,16,1,8,551871.586715821,551871.586715821,560.0,4.934285714285714,5.75,0.6875
4.0,2.0,1790,2250,1.0,0,2,4,950,105,1,25,583475.1987418453,598663.1875,596.6666666666666,1.2569832402234637,6.0,0.4
3.0,2.0,1170,7258,1.0,0,0,3,0,30,0,30,308362.248,266959.525,390.0,6.203418803418804,5.0,0.5
3.0,1.0,1060,9126,1.0,0,2,5,0,58,0,58,322780.4347826087,322780.4347826087,530.0,8.60943396226415,4.0,0.25
5.0,2.0,1930,6120,1.5,0,0,3,0,73,1,45,574543.2427470535,373425.72222222225,643.3333333333334,3.1709844559585494,7.0,0.3333333333333333
3.0,2.0,1540,7947,1.0,0,0,3,420,53,1,10,478132.68518518517,478132.68518518517,513.3333333333334,5.16038961038961,5.0,0.5
5.0,3.0,2876,13927,1.0,0,2,4,906,41,0,41,1157220.9705882352,1157220.9705882352,719.0,4.842489568845619,8.0,0.5
3.0,2.5,2150,7484,2.0,0,0,3,0,26,1,14,712166.302173913,657703.171875,614.2857142857143,3.4809302325581397,5.5,0.625
2.0,1.0,1140,5500,1.0,0,0,3,0,67,1,2,570223.1185050136,303242.85714285716,570.0,4.824561403508772,3.0,0.3333333333333333
3.0,1.5,980,7790,1.0,0,0,5,0,45,0,45,654481.2884615385,520942.46376811597,392.0,7.948979591836735,4.5,0.375
3.0,1.75,1230,13056,1.0,0,0,4,0,52,0,52,294280.725,248072.46153846153,447.27272727272725,10.614634146341464,4.75,0.4375
3.0,1.75,1390,10905,1.0,0,0,3,530,57,1,14,573185.0026954178,299231.52173913043,505.45454545454544,7.845323741007194,4.75,0.4375
3.0,3.5,2380,6250,2.0,0,3,3,710,17,0,17,574543.2427470535,445100.0,528.8888888888889,2.6260504201680672,6.5,0.875
3.0,3.25,3690,7200,2.0,0,0,3,0,7,0,7,665473.701171875,817309.8975409836,868.2352941176471,1.951219512195122,6.25,0.8125
5.0,3.25,3010,1074218,1.5,0,0,5,1000,83,0,83,602238.7424242424,586241.8196721311,708.2352941176471,356.8830564784053,8.25,0.5416666666666666
3.0,1.0,1250,9126,1.0,0,0,3,0,45,1,4,632047.53125,676773.2142857143,625.0,7.3008,4.0,0.25
4.0,2.75,2290,6120,2.0,0,0,4,120,88,1,21,576183.7791741472,610943.3953488372,610.6666666666666,2.6724890829694323,6.75,0.55
2.0,1.0,790,5240,1.0,0,0,4,0,89,1,46,583475.1987418453,451032.07547169813,395.0,6.632911392405063,3.0,0.3333333333333333
3.0,2.5,2720,6014,2.0,0,0,3,0,12,0,12,294280.725,357244.34545454546,777.1428571428571,2.211029411764706,5.5,0.625
4.0,2.75,2550,8632,1.0,0,0,3,850,42,1,12,661873.9341085271,853114.5491803279,680.0,3.3850980392156864,6.75,0.55
2.0,1.0,1080,3899,1.0,0,0,4,0,42,0,42,335615.4146341463,334815.04761904763,540.0,3.6101851851851854,3.0,0.3333333333333333
3.0,1.75,2470,9620,1.0,0,1,4,900,52,0,52,311057.8333333333,313968.0571428572,898.1818181818181,3.8947368421052633,4.75,0.4375
2.0,0.75,850,7710,1.0,0,2,5,300,105,1,26,570223.1185050136,322012.1379310345,485.7142857142857,9.070588235294117,2.75,0.25
3.0,2.5,1990,8991,1.0,0,0,3,420,45,1,4,302187.765625,313686.0298507463,568.5714285714286,4.518090452261307,5.5,0.625
3.0,2.25,1800,10500,2.0,0,0,3,0,19,0,19,339211.3264705882,339211.3264705882,553.8461538461538,5.833333333333333,5.25,0.5625
5.0,4.0,4850,36450,2.0,0,0,3,0,37,1,10,859295.1570351758,817478.5,970.0,7.515463917525773,9.0,0.6666666666666666
3.0,1.0,1020,7874,1.0,0,0,3,0,58,1,13,576183.7791741472,286897.82608695654,510.0,7.719607843137255,4.0,0.25
3.0,2.5,2420,49928,2.0,0,0,3,560,29,0,29,609064.7603305785,593956.5636363636,691.4285714285714,20.631404958677685,5.5,0.625
4.0,2.5,2910,5776,2.0,0,2,3,0,16,1,8,561804.3541666666,561804.3541666666,831.4285714285714,1.9848797250859107,6.5,0.5
3.0,1.5,1060,9039,1.0,0,0,3,0,41,1,1,370580.66352040815,348268.4566176471,424.0,8.527358490566037,4.5,0.375
4.0,2.5,2340,6420,1.0,0,2,3,750,50,1,14,402504.4879518072,718727.3611111111,668.5714285714286,2.7435897435897436,6.5,0.5
4.0,2.75,1800,5453,1.0,0,0,3,750,12,0,12,370580.66352040815,304373.5294117647,480.0,3.0294444444444446,6.75,0.55
4.0,2.0,1660,6150,1.0,0,0,3,810,69,1,4,576183.7791741472,428104.3859649123,553.3333333333334,3.7048192771084336,6.0,0.4
3.0,1.75,1300,62290,1.0,0,0,3,0,31,1,5,664524.1592356688,667790.3,472.72727272727275,47.91538461538462,4.75,0.4375
3.0,1.5,1780,23819,1.0,0,0,3,0,61,0,61,573185.0026954178,232418.88888888888,712.0,13.381460674157303,4.5,0.375
2.0,1.0,1030,4841,1.0,0,0,3,110,75,1,45,574543.2427470535,602889.9619047618,515.0,4.7,3.0,0.3333333333333333
4.0,3.25,2790,5420,1.0,0,3,3,1660,51,1,1,423979.98295454547,754622.6341463415,656.4705882352941,1.9426523297491038,7.25,0.65
3.0,1.0,1150,3000,1.0,0,0,5,0,108,0,108,574543.2427470535,602889.9619047618,575.0,2.608695652173913,4.0,0.25
4.0,2.5,3290,11446,2.0,0,0,3,0,22,0,22,445182.39130434784,445182.39130434784,940.0,3.4790273556231,6.5,0.5
4.0,2.5,3400,247421,2.0,0,0,3,0,13,0,13,505500.0,505500.0,971.4285714285714,72.77088235294117,6.5,0.5
2.0,1.0,1200,4000,1.0,0,0,3,130,74,1,18,570223.1185050136,415307.3275862069,600.0,3.3333333333333335,3.0,0.3333333333333333
4.0,2.5,2160,8005,2.0,0,0,3,0,21,0,21,226280.0,226280.0,617.1428571428571,3.7060185185185186,6.5,0.5
3.0,1.0,1450,4000,1.0,0,1,4,500,66,0,66,574543.2427470535,445100.0,725.0,2.7586206896551726,4.0,0.25
4.0,2.5,3240,3600,2.0,0,0,3,1180,6,0,6,576183.7791741472,936935.0,925.7142857142857,1.1111111111111112,6.5,0.5
3.0,2.0,1470,1691,2.0,0,0,3,470,7,0,7,574543.2427470535,605400.1521739131,490.0,1.1503401360544219,5.0,0.5
4.0,2.5,2360,5226,2.0,0,0,3,0,13,0,13,654481.2884615385,520942.46376811597,674.2857142857143,2.214406779661017,6.5,0.5
3.0,2.25,2230,9053,2.0,0,0,4,0,27,0,27,854623.3027093596,673630.7692307692,686.1538461538462,4.059641255605381,5.25,0.5625
4.0,2.5,2630,48706,2.0,0,0,3,0,28,0,28,602057.1753246753,578701.4130434783,751.4285714285714,18.519391634980988,6.5,0.5
3.0,1.0,1010,25000,1.0,0,0,3,0,48,1,51,549237.5,549237.5,505.0,24.752475247524753,4.0,0.25
3.0,2.25,1445,1471,2.0,0,0,3,145,11,0,11,611394.2276422764,599392.1333333333,444.61538461538464,1.0179930795847751,5.25,0.5625
3.0,1.75,2380,6000,1.5,0,0,3,1060,79,1,40,583475.1987418453,282381.0546875,865.4545454545455,2.5210084033613445,4.75,0.4375
4.0,2.75,2830,13059,2.0,0,0,3,0,16,1,8,707300.656504065,773933.2182539683,754.6666666666666,4.614487632508834,6.75,0.55
4.0,2.5,3010,46173,2.0,0,0,3,0,18,0,18,664018.5575757576,696975.4117647059,860.0,15.339867109634552,6.5,0.5
4.0,2.25,2000,9000,1.0,0,0,4,0,36,1,14,298547.1904761905,296686.537037037,615.3846153846154,4.5,6.25,0.45
3.0,2.25,2020,3600,2.0,0,0,3,0,16,1,8,661873.9341085271,853114.5491803279,621.5384615384615,1.7821782178217822,5.25,0.5625
3.0,2.5,2030,6326,2.0,0,0,3,0,21,0,21,341878.1945205479,341878.1945205479,580.0,3.116256157635468,5.5,0.625
3.0,2.75,2550,11160,2.0,0,0,3,0,20,0,20,402504.4879518072,381644.5188679245,680.0,4.376470588235295,5.75,0.6875
2.0,1.0,970,13700,1.0,0,0,3,0,65,1,16,573185.0026954178,299231.52173913043,485.0,14.123711340206185,3.0,0.3333333333333333
3.0,1.75,1540,12446,1.0,0,0,5,0,47,0,47,609064.7603305785,593956.5636363636,560.0,8.081818181818182,4.75,0.4375
2.0,1.0,1396,111949,1.0,0,0,3,0,74,1,17,664018.5575757576,696975.4117647059,698.0,80.19269340974212,3.0,0.3333333333333333
4.0,3.25,2780,7875,2.0,0,0,3,0,8,0,8,576183.7791741472,368028.3015873016,654.1176470588235,2.83273381294964,7.25,0.65
6.0,2.0,2220,8797,1.0,0,0,3,0,37,1,10,297123.8925619835,220484.78260869565,740.0,3.9626126126126127,8.0,0.2857142857142857
4.0,3.5,2350,13402,2.0,0,3,3,680,20,0,20,655071.1991869919,798061.106557377,522.2222222222222,5.7029787234042555,7.5,0.7
3.0,2.25,2760,40946,2.0,0,0,5,0,36,0,36,859215.5687192117,788761.9545454546,849.2307692307693,14.835507246376812,5.25,0.5625
3.0,2.5,4460,26027,2.0,0,0,3,0,22,0,22,654481.2884615385,805533.4016393443,1274.2857142857142,5.835650224215247,5.5,0.625
3.0,2.0,1440,4421,1.0,0,0,3,0,7,0,7,667110.3374233128,692946.9841269841,480.0,3.0701388888888888,5.0,0.5
5.0,3.75,5330,6000,2.0,0,2,3,1760,8,0,8,611821.4210526316,590589.0952380953,1122.1052631578948,1.125703564727955,8.75,0.625
4.0,2.5,2220,4228,2.0,0,0,3,0,0,0,0,573185.0026954178,386791.8375,634.2857142857143,1.9045045045045046,6.5,0.5
5.0,4.75,5305,8401,2.0,0,2,3,1560,9,0,9,654481.2884615385,805533.4016393443,922.6086956521739,1.5836003770028275,9.75,0.7916666666666666
3.0,4.0,3880,13095,2.0,0,3,3,180,5,0,5,655071.1991869919,514387.5806451613,776.0,3.375,7.0,1.0
4.0,3.25,3810,8519,1.0,0,1,3,1130,7,0,7,654481.2884615385,805533.4016393443,896.4705882352941,2.2359580052493437,7.25,0.65
3.0,3.0,1960,1168,2.0,0,0,3,360,7,0,7,589927.1679389313,617858.71875,490.0,0.5959183673469388,6.0,0.75
3.0,2.5,1530,1131,3.0,0,0,3,0,5,0,5,583475.1987418453,598663.1875,437.14285714285717,0.7392156862745098,5.5,0.625
4.0,2.25,3250,34293,2.0,0,0,4,0,31,0,31,306368.0406504065,331194.18666666665,1000.0,10.551692307692308,6.25,0.45
3.0,2.5,1750,7208,2.0,0,0,3,0,20,0,20,377807.7863636364,337515.625,500.0,4.118857142857143,5.5,0.625
4.0,3.25,3440,35021,2.0,0,0,3,0,31,1,5,665473.701171875,817309.8975409836,809.4117647058823,10.180523255813954,7.25,0.65
1.0,0.75,1170,14149,1.0,0,0,5,290,52,0,52,312833.3333333333,312833.3333333333,668.5714285714286,12.093162393162393,1.75,0.375
3.0,1.0,870,5330,1.0,0,0,3,0,45,1,0,271876.92307692306,313686.0298507463,435.0,6.126436781609195,4.0,0.25
4.0,2.5,2930,18199,2.0,0,0,3,0,16,1,8,707300.656504065,773933.2182539683,837.1428571428571,6.211262798634812,6.5,0.5
3.0,2.5,3160,12824,1.0,0,2,4,1340,48,0,48,847974.924611399,1310316.904,902.8571428571429,4.058227848101266,5.5,0.625
2.0,1.0,800,3330,1.0,0,0,3,0,96,0,96,574543.2427470535,597116.6666666666,400.0,4.1625,3.0,0.3333333333333333
4.0,2.5,2350,8001,2.0,0,0,4,0,27,0,27,854623.3027093596,833646.4126506024,671.4285714285714,3.40468085106383,6.5,0.5
2.0,1.75,1060,16470,1.0,0,0,3,0,37,1,10,632047.53125,597260.8888888889,385.45454545454544,15.537735849056604,3.75,0.5833333333333334
3.0,1.75,2060,12558,1.0,0,0,4,710,30,0,30,667110.3374233128,649564.5408163265,749.0909090909091,6.096116504854369,4.75,0.4375
2.0,1.75,1560,1750,1.0,0,0,4,780,110,0,110,573185.0026954178,971798.75,567.2727272727273,1.1217948717948718,3.75,0.5833333333333334
4.0,1.75,3000,42200,1.0,0,3,3,1500,64,1,9,371872.2878787879,392019.0338983051,1090.909090909091,14.066666666666666,5.75,0.35
3.0,1.5,1660,4800,2.0,0,0,3,0,107,1,31,576183.7791741472,915608.1081081082,664.0,2.891566265060241,4.5,0.375
3.0,1.75,1650,5100,1.0,0,0,5,610,106,0,106,570223.1185050136,610774.3578947368,600.0,3.090909090909091,4.75,0.4375
4.0,3.0,3220,8936,2.0,0,0,3,770,24,1,5,298517.84,279734.9791666667,805.0,2.775155279503106,7.0,0.6
3.0,1.5,2320,7500,1.0,0,0,3,0,38,0,38,420666.78571428574,420666.78571428574,928.0,3.2327586206896552,4.5,0.375
4.0,2.75,2750,14982,1.0,0,3,3,1030,33,1,1,307819.2631578947,306565.7297297297,733.3333333333334,5.448,6.75,0.55
3.0,1.0,910,6000,1.0,0,0,2,0,58,0,58,570223.1185050136,394355.8048780488,455.0,6.593406593406593,4.0,0.25
2.0,1.5,840,867,2.0,0,0,3,0,9,0,9,576183.7791741472,610943.3953488372,336.0,1.0321428571428573,3.5,0.5
3.0,2.25,1470,1578,2.0,0,0,3,380,7,0,7,570223.1185050136,483946.96794871794,452.3076923076923,1.073469387755102,5.25,0.5625
6.0,2.0,2040,10812,1.0,0,0,4,0,71,0,71,370580.66352040815,393745.6779661017,680.0,5.3,8.0,0.2857142857142857
3.0,1.0,1100,4046,1.5,0,4,4,0,92,0,92,311057.8333333333,313968.0571428572,550.0,3.678181818181818,4.0,0.25
2.0,1.0,940,8532,1.0,0,0,4,0,55,0,55,345010.7211538461,418429.25675675675,470.0,9.076595744680851,3.0,0.3333333333333333
3.0,2.0,1110,10500,1.0,0,0,5,0,36,0,36,421049.06666666665,421049.06666666665,370.0,9.45945945945946,5.0,0.5
4.0,1.75,2200,8100,1.5,0,0,5,800,72,0,72,574543.2427470535,270748.24,800.0,3.6818181818181817,5.75,0.35
