bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_basement,house_age,is_renovated,years_since_renovation,city_target_enc
2.0,1.0,830,2699,1.0,0,0,3,0,18,0,18,339556.4805970149
2.0,1.0,740,9003,1.0,0,0,3,0,65,1,16,306368.0406504065
5.0,2.0,1940,6000,1.0,0,0,5,970,69,0,69,574543.2427470535
3.0,1.0,1340,15600,1.0,0,0,4,0,36,1,14,298517.84
8.0,3.5,4440,6480,2.0,0,3,5,1300,55,0,55,573185.0026954178
2.0,1.0,800,6240,1.0,0,0,3,0,60,1,9,570223.1185050136
3.0,1.75,1310,9645,1.0,0,0,3,0,35,1,0,249552.22727272726
4.0,1.75,2330,4000,2.0,0,0,5,1030,90,1,58,576183.7791741472
2.0,3.25,1400,1243,3.0,0,0,3,0,14,0,14,583475.1987418453
4.0,2.5,2360,4367,2.0,0,0,3,0,11,0,11,607079.2441860465
3.0,2.25,1840,5752,2.0,0,0,3,0,11,0,11,655071.1991869919
4.0,2.5,2680,7178,2.0,0,0,3,0,10,1,11,547301.5576923077
3.0,3.75,3890,7140,1.0,0,2,3,1500,71,1,7,570223.1185050136
3.0,2.0,1400,8640,1.0,0,0,5,0,46,0,46,294129.8971962617
3.0,2.5,2400,9701,1.0,0,0,3,0,24,1,5,302406.8613861386
4.0,2.25,2920,46355,2.0,0,0,4,0,16,0,16,783687.5
2.0,2.0,1390,1302,2.0,0,0,3,0,28,0,28,298547.1904761905
3.0,2.5,1680,11193,2.0,0,0,3,0,30,0,30,377807.7863636364
4.0,1.5,2040,8800,1.0,0,0,4,1020,53,1,13,859295.1570351758
2.0,1.0,1080,4000,1.0,0,0,3,0,74,1,18,583475.1987418453
3.0,2.75,2280,4280,1.0,0,0,5,1000,97,0,97,570223.1185050136
4.0,3.5,4490,5099,2.0,0,0,3,1100,8,0,8,547301.5576923077
4.0,3.25,4700,9160,1.0,0,4,3,2180,9,0,9,576183.7791741472
4.0,2.5,2798,4473,2.0,0,0,3,0,2,1,102,370580.66352040815
3.0,2.5,2810,5400,2.0,0,0,3,0,9,0,9,664018.5575757576
4.0,2.5,3753,7204,2.0,0,0,3,417,6,0,6,298547.1904761905
4.0,3.5,3910,8095,2.0,0,0,3,780,7,0,7,589927.1679389313
2.0,2.5,1050,1609,2.0,0,0,3,0,9,0,9,573185.0026954178
4.0,1.0,1600,4300,1.5,0,0,4,0,98,0,98,583475.1987418453
4.0,2.25,2590,10002,1.0,0,0,4,1250,46,0,46,453958.47826086957
4.0,2.25,1720,9753,1.0,0,0,4,600,36,1,14,291133.71153846156
6.0,2.5,4410,14034,1.0,0,2,4,2060,49,0,49,290510.51923076925
3.0,1.75,1590,11914,1.0,0,2,3,500,57,1,14,249552.22727272726
4.0,2.5,2440,22594,2.0,0,0,3,0,18,0,18,664018.5575757576
3.0,2.5,1360,1016,3.0,0,0,3,50,11,0,11,570223.1185050136
2.0,1.0,910,7000,1.0,0,0,3,0,62,1,6,583475.1987418453
4.0,1.5,1390,7200,1.0,0,0,3,250,49,1,21,576183.7791741472
3.0,1.5,1470,14821,1.0,0,0,4,0,56,1,42,301453.96774193546
4.0,2.5,2920,9904,2.0,0,0,4,0,24,0,24,611821.4210526316
3.0,1.75,1950,52256,1.0,0,0,4,0,29,0,29,301453.96774193546
3.0,2.5,2390,4555,2.0,0,0,3,0,8,0,8,701918.4194214876
3.0,1.5,1270,11600,1.0,0,0,4,0,50,0,50,302187.765625
2.0,1.0,950,7560,1.0,0,0,3,0,56,1,10,377807.7863636364
2.0,1.0,900,423838,1.0,0,2,5,0,89,0,89,327370.0
4.0,2.25,2280,6660,1.5,0,2,3,320,74,1,30,570223.1185050136
3.0,1.0,1010,5490,1.0,0,0,3,0,60,1,9,256392.83333333334
2.0,1.0,1260,5000,1.0,0,0,3,220,63,1,20,574543.2427470535
4.0,3.5,4730,13586,1.5,0,0,5,460,79,0,79,576183.7791741472
3.0,2.5,2620,21587,2.0,0,0,3,0,22,0,22,662070.8855421686
3.0,2.25,2330,4000,1.5,0,2,5,810,87,0,87,576183.7791741472
5.0,3.0,2170,2440,1.5,0,0,4,720,103,1,48,573185.0026954178
5.0,2.0,2450,9488,1.0,0,0,4,1210,114,1,59,576183.7791741472
4.0,1.75,1880,7632,1.0,0,0,4,700,36,1,14,302406.8613861386
4.0,2.0,2300,3400,1.5,0,0,5,750,99,0,99,570223.1185050136
3.0,2.0,1240,14404,1.0,0,0,3,0,26,1,14,664524.1592356688
2.0,1.0,820,3844,1.0,0,0,4,0,98,0,98,583475.1987418453
4.0,2.0,1530,6375,2.0,0,0,3,0,72,1,31,370580.66352040815
5.0,3.25,2900,12160,1.0,0,0,4,1010,47,0,47,859295.1570351758
4.0,2.75,1240,3867,1.0,0,0,3,440,27,1,14,583475.1987418453
4.0,3.5,4140,13392,2.0,0,0,3,0,14,0,14,673746.1363636364
4.0,2.0,2240,7725,1.0,0,0,5,1120,58,0,58,583475.1987418453
3.0,2.0,1480,5000,1.0,0,0,4,730,86,0,86,570223.1185050136
3.0,2.25,2270,8876,1.0,0,0,3,890,37,1,10,376968.54547619045
3.0,1.0,1250,6250,1.0,0,0,2,220,65,0,65,576183.7791741472
5.0,2.0,1930,9747,1.0,0,0,4,910,52,0,52,466376.511627907
4.0,1.75,1700,7800,1.0,0,0,5,580,33,0,33,371872.2878787879
3.0,1.0,1590,6420,1.0,0,0,3,0,70,0,70,570223.1185050136
5.0,1.75,1880,10000,1.0,0,0,3,920,51,1,6,665473.701171875
4.0,1.75,1640,4240,1.0,0,0,5,720,93,0,93,583475.1987418453
3.0,1.5,2600,5085,1.0,0,0,4,1200,74,1,13,583475.1987418453
2.0,1.0,710,1173,2.0,0,0,4,0,71,0,71,583475.1987418453
6.0,4.25,6980,15682,3.0,0,4,4,1650,15,0,15,1099543.2580645161
3.0,1.5,1460,5040,1.0,0,0,3,360,43,0,43,583475.1987418453
3.0,2.5,2080,9827,2.0,0,0,3,0,25,0,25,302406.8613861386
5.0,2.5,2630,9216,2.0,0,0,3,0,11,0,11,420666.78571428574
4.0,3.25,4430,21000,2.0,0,0,3,0,62,1,7,1789164.2857142857
4.0,2.5,2760,6850,2.0,0,0,3,0,15,0,15,674250.625
4.0,2.0,1670,12056,1.0,0,0,3,0,59,1,9,445182.39130434784
4.0,1.75,1990,4725,1.5,0,0,4,800,70,0,70,583475.1987418453
3.0,3.0,2600,5238,1.5,0,3,3,710,25,0,25,311057.8333333333
2.0,1.0,1320,1824,1.5,0,0,4,0,105,1,25,583475.1987418453
3.0,1.5,2240,3800,2.0,0,0,3,870,85,0,85,583475.1987418453
4.0,2.25,1960,8680,1.0,0,0,4,670,55,0,55,859215.5687192117
3.0,2.0,2590,108900,2.0,0,0,3,610,26,1,14,341878.1945205479
4.0,2.75,2620,6707,2.0,0,0,3,0,14,0,14,704425.8029661017
3.0,2.5,2770,9136,2.0,0,0,3,0,23,0,23,859215.5687192117
3.0,1.0,2110,10005,1.0,0,0,5,1000,90,1,58,661873.9341085271
4.0,2.5,2290,4539,2.0,0,0,3,0,13,0,13,379453.5624401914
4.0,4.25,4960,6000,2.5,0,0,3,1280,105,1,11,570223.1185050136
2.0,1.0,1110,26051,1.0,0,0,3,0,63,1,20,246844.69565217392
4.0,2.75,3310,6166,2.0,0,0,3,0,6,0,6,533938.304347826
2.0,1.0,900,8580,1.0,0,0,3,0,96,0,96,352033.1
3.0,1.75,1940,7313,1.0,0,1,4,500,54,1,13,570223.1185050136
3.0,1.75,1590,7617,2.0,0,0,3,0,28,0,28,311057.8333333333
3.0,2.5,2930,6050,2.0,0,0,3,0,6,0,6,533938.304347826
4.0,2.5,2040,22653,2.0,0,0,3,0,3,0,3,573185.0026954178
2.0,2.25,1000,905,3.0,0,0,3,0,8,0,8,570223.1185050136
3.0,3.25,1730,1229,2.0,0,2,3,410,6,0,6,570223.1185050136
3.0,1.0,1220,4800,1.0,0,0,3,0,113,0,113,570223.1185050136
3.0,2.25,3060,12095,2.0,0,0,3,0,31,1,5,881585.4168316831
4.0,2.5,2910,5000,2.0,0,0,3,0,12,0,12,271876.92307692306
3.0,1.75,1050,5850,1.0,0,0,3,0,34,0,34,378731.27777777775
3.0,2.0,1560,7352,1.0,0,0,3,0,22,0,22,551871.586715821
3.0,1.75,1680,3000,1.0,0,2,4,840,114,1,43,574543.2427470535
4.0,3.25,4140,20734,1.0,0,1,3,840,37,1,9,1621900.0
3.0,2.0,1550,8509,1.0,0,0,3,400,55,1,25,574543.2427470535
6.0,2.75,5700,20000,1.0,0,4,4,2850,37,0,37,859295.1570351758
3.0,2.5,2200,7278,2.0,0,0,3,0,24,1,5,377807.7863636364
2.0,2.5,1740,2500,2.0,0,2,3,530,20,0,20,573185.0026954178
3.0,1.0,1210,9525,1.0,0,0,3,0,59,1,9,573185.0026954178
4.0,3.25,4240,25639,2.0,0,3,3,690,25,0,25,298547.1904761905
3.0,2.25,1590,11745,1.0,0,0,3,500,36,0,36,308362.248
4.0,1.75,3420,7200,1.0,0,3,5,1650,67,0,67,574543.2427470535
4.0,2.5,3190,11375,1.0,0,0,5,980,68,0,68,570223.1185050136
3.0,1.75,1920,5405,1.0,0,2,4,960,67,1,26,574543.2427470535
2.0,1.75,1340,4664,1.0,0,0,3,0,10,1,11,664524.1592356688
3.0,1.75,1700,8400,1.0,0,0,3,240,67,1,2,574543.2427470535
4.0,2.5,2310,3570,1.5,0,0,3,820,87,1,0,574543.2427470535
3.0,1.75,1510,44000,1.0,0,0,3,270,25,0,25,405031.2631578947
3.0,2.5,2670,10082,1.0,0,0,3,0,27,1,14,701918.4194214876
4.0,2.25,2060,8470,1.0,0,0,3,620,31,1,5,847974.924611399
3.0,2.5,2090,6000,1.5,0,0,4,0,86,0,86,583475.1987418453
5.0,2.5,3090,23265,1.0,0,0,3,100,57,1,14,489242.0238095238
2.0,2.5,1240,1546,2.0,0,0,3,0,7,0,7,583475.1987418453
3.0,2.5,1860,3690,2.0,0,0,3,0,14,0,14,451624.14634146343
3.0,1.5,2000,7350,1.0,0,0,3,0,61,0,61,583475.1987418453
4.0,1.75,2500,92347,1.0,0,0,4,1000,44,0,44,1223622.0
4.0,2.25,1820,20349,1.0,0,0,5,480,37,0,37,602057.1753246753
3.0,2.25,1820,8058,1.0,0,0,3,560,40,0,40,675464.6038732395
3.0,2.0,1060,5750,1.0,0,0,3,0,33,1,1,576183.7791741472
3.0,2.5,1950,9906,2.0,0,0,3,0,26,1,14,701918.4194214876
2.0,1.0,940,4800,1.0,0,0,4,0,103,1,59,574543.2427470535
2.0,1.5,1220,3568,1.5,0,0,4,0,38,1,22,335615.4146341463
5.0,3.5,4180,17935,2.0,0,0,3,0,10,1,11,859215.5687192117
3.0,1.0,1200,9800,1.0,0,0,4,0,43,0,43,632047.53125
5.0,3.75,3990,18897,2.0,0,0,3,900,77,1,4,583475.1987418453
2.0,1.0,1880,7560,1.0,0,0,3,940,95,1,13,573185.0026954178
4.0,2.5,2280,7200,2.0,0,0,3,0,20,0,20,306368.0406504065
3.0,1.75,2580,11000,1.0,0,0,4,1290,63,1,15,881585.4168316831
4.0,2.75,2600,4674,1.0,0,0,3,1040,38,0,38,583475.1987418453
4.0,2.5,3150,13700,2.0,0,0,4,0,48,0,48,1204170.349206349
4.0,3.5,5550,28078,2.0,0,2,4,2200,14,0,14,1880215.0
5.0,2.75,2220,4000,1.0,0,0,3,990,41,1,1,583475.1987418453
2.0,2.25,1730,31491,2.0,1,2,4,0,67,1,26,488457.5
4.0,3.0,2840,4120,1.5,0,0,4,780,83,0,83,574543.2427470535
4.0,2.5,2560,8780,2.0,0,0,3,0,22,0,22,609064.7603305785
3.0,2.0,1330,6000,1.0,0,0,4,700,114,1,43,573185.0026954178
2.0,1.0,1890,5202,1.5,0,0,4,0,105,1,25,574543.2427470535
7.0,4.5,4290,37607,1.5,0,0,5,0,32,0,32,589927.1679389313
2.0,2.0,1540,54450,2.0,0,0,3,0,31,1,5,664524.1592356688
4.0,2.0,2340,50233,1.0,0,0,4,1170,48,0,48,692567.8918918918
3.0,1.75,2180,10230,1.0,0,0,4,1090,53,1,13,583475.1987418453
3.0,2.5,2780,11964,2.0,0,0,3,0,5,0,5,675464.6038732395
4.0,2.75,2620,6019,2.0,0,0,3,0,1,1,91,412808.4871794872
4.0,3.5,3760,5000,2.0,0,0,3,900,0,0,0,576183.7791741472
4.0,2.5,2720,4738,2.0,0,0,3,0,2,1,102,533938.304347826
3.0,2.25,2675,40910,2.0,0,0,3,0,30,0,30,707300.656504065
5.0,2.75,2080,13189,2.0,0,0,3,0,27,1,14,692567.8918918918
3.0,2.5,2460,12028,2.0,0,0,3,0,18,0,18,659713.198757764
3.0,2.5,1960,3480,2.0,0,0,3,0,10,1,11,376968.54547619045
4.0,2.5,2550,6256,2.0,0,0,3,0,22,0,22,602057.1753246753
3.0,2.25,1760,1146,3.0,0,0,3,0,0,0,0,574543.2427470535
3.0,1.75,1620,7330,1.0,0,0,4,530,40,0,40,654481.2884615385
3.0,1.75,1790,12000,1.0,0,0,3,750,54,1,2,307819.2631578947
4.0,3.5,3480,7232,2.0,0,0,3,900,88,1,4,570223.1185050136
4.0,1.75,2780,9900,2.0,0,0,4,0,36,1,14,704425.8029661017
5.0,3.0,3640,8239,2.0,0,3,3,1100,32,0,32,859215.5687192117
1.0,1.0,750,4000,1.0,0,0,3,0,96,0,96,573185.0026954178
3.0,1.0,960,6634,1.0,0,0,3,0,62,1,6,570223.1185050136
3.0,1.5,2030,8880,1.0,0,0,3,700,51,1,6,574543.2427470535
3.0,2.75,2930,5569,1.0,0,0,3,1070,10,1,11,602057.1753246753
2.0,2.5,1380,1073,2.0,0,0,3,240,3,0,3,576183.7791741472
3.0,2.0,1720,5525,1.0,0,2,5,760,73,0,73,576183.7791741472
2.0,1.0,1210,4800,1.0,0,0,3,150,64,1,9,574543.2427470535
3.0,1.0,950,4250,1.5,0,0,5,0,66,1,29,583475.1987418453
2.0,1.75,1710,4234,2.0,0,0,3,380,94,1,35,583475.1987418453
2.0,2.0,1410,12282,1.5,0,0,5,0,105,1,26,551871.586715821
4.0,2.5,2910,7631,2.0,0,2,3,0,8,0,8,339556.4805970149
4.0,2.5,2220,7064,2.0,0,0,3,0,26,1,14,611394.2276422764
5.0,3.25,3160,13238,2.0,0,0,5,0,42,0,42,1223622.0
3.0,2.0,1380,4500,1.0,0,0,3,0,6,0,6,345402.7394736842
3.0,2.0,1760,5000,1.0,0,0,5,800,94,0,94,574543.2427470535
1.0,1.0,730,3000,1.0,0,0,3,0,103,1,35,574543.2427470535
4.0,2.5,2460,5000,2.0,0,0,5,840,76,0,76,574543.2427470535
3.0,1.75,2160,6272,1.0,0,0,4,770,54,1,13,583475.1987418453
4.0,2.25,1990,4600,1.5,0,2,4,570,82,1,56,583475.1987418453
3.0,3.0,3740,39640,2.0,0,2,3,0,23,0,23,488882.5
4.0,2.5,2710,5500,2.0,0,0,3,0,15,0,15,704425.8029661017
3.0,2.5,2680,7836,2.0,0,0,3,0,24,1,5,294280.725
4.0,2.0,1850,7560,1.0,0,0,4,310,36,1,14,297151.21774193546
4.0,2.5,3190,7869,2.0,0,2,3,0,13,0,13,547301.5576923077
3.0,2.5,2730,5832,2.0,0,0,3,0,16,1,8,847974.924611399
3.0,1.5,1840,9990,2.0,0,0,5,0,53,0,53,583475.1987418453
4.0,2.5,2720,10000,2.0,0,0,3,0,27,1,14,692567.8918918918
4.0,3.5,4370,8510,2.0,0,1,3,760,11,0,11,859295.1570351758
3.0,2.5,2290,3475,2.0,0,0,3,0,8,0,8,611821.4210526316
2.0,1.0,990,4802,1.0,0,0,3,0,67,1,2,576183.7791741472
2.0,1.5,1140,2980,2.0,0,0,3,0,26,1,14,611821.4210526316
4.0,1.5,1840,4337,2.0,0,0,4,0,97,0,97,570223.1185050136
2.0,1.0,1110,6800,1.0,0,0,5,110,67,0,67,583475.1987418453
4.0,2.5,2150,9070,2.0,0,0,4,0,29,0,29,664524.1592356688
3.0,2.5,2230,5750,2.0,0,0,3,0,11,0,11,665473.701171875
2.0,1.0,1170,6000,1.0,0,0,4,200,73,1,16,574543.2427470535
3.0,2.5,1960,7200,1.0,0,0,4,980,74,1,13,576183.7791741472
3.0,2.25,2610,9002,2.0,0,0,3,0,26,1,14,659713.198757764
3.0,2.25,2130,8721,1.0,0,0,3,560,27,1,14,297151.21774193546
3.0,2.25,3020,43560,2.0,0,0,3,300,45,1,4,854623.3027093596
3.0,1.75,1670,5400,2.0,0,0,5,0,102,0,102,574543.2427470535
3.0,1.75,1890,7004,1.0,0,0,3,600,49,1,21,576183.7791741472
3.0,1.0,950,13475,1.0,0,0,3,0,64,1,9,402504.4879518072
4.0,2.5,2430,14400,1.0,0,0,5,760,51,0,51,859215.5687192117
4.0,2.0,2360,6000,1.0,0,0,5,1100,75,0,75,576183.7791741472
3.0,1.75,1510,8301,1.0,0,0,3,0,47,1,3,655071.1991869919
3.0,2.5,2080,4828,2.0,0,0,3,0,12,0,12,331482.7586206897
3.0,2.0,1750,15500,1.0,0,0,3,260,32,0,32,704425.8029661017
3.0,2.0,1810,4064,1.5,0,0,3,0,89,1,12,570223.1185050136
4.0,1.75,1790,11875,1.0,0,0,4,300,45,0,45,611394.2276422764
4.0,2.75,2340,11034,1.0,0,0,3,620,47,1,3,478061.90476190473
3.0,2.5,1690,9626,2.0,0,0,3,0,30,0,30,611394.2276422764
4.0,2.5,2070,7476,2.0,0,0,3,0,11,0,11,289521.22794117645
3.0,2.5,2240,6396,2.0,0,0,3,0,12,0,12,573991.6862745098
4.0,3.0,4500,21780,2.0,0,2,3,1460,34,0,34,1223622.0
3.0,1.75,2770,39927,1.0,0,0,4,1190,36,1,14,611821.4210526316
3.0,1.0,1010,7245,1.0,0,0,3,0,45,1,4,302406.8613861386
3.0,1.5,1120,6900,1.0,0,0,5,0,58,0,58,854623.3027093596
5.0,2.5,3020,21441,1.0,0,0,4,1510,36,1,14,306368.0406504065
4.0,3.25,4400,186846,2.0,0,0,4,0,21,0,21,327370.0
3.0,1.75,1990,5650,1.0,0,1,3,670,51,1,6,583475.1987418453
3.0,1.0,1450,8820,1.0,0,0,3,400,56,1,10,333746.17391304346
4.0,2.5,1920,8497,2.0,0,0,3,0,16,1,8,306983.0317460318
2.0,2.5,1175,1366,2.0,0,0,3,435,9,0,9,576183.7791741472
3.0,1.5,1320,13200,1.0,0,0,3,0,44,1,0,370580.66352040815
5.0,2.5,3990,3839,1.0,0,0,4,2000,52,0,52,570223.1185050136
2.0,1.0,1140,5720,1.0,0,0,3,290,67,1,2,576183.7791741472
4.0,1.75,1720,4240,1.5,0,0,4,260,89,1,46,583475.1987418453
4.0,2.75,2150,9915,1.0,0,0,5,910,38,0,38,704362.1153846154
3.0,1.5,1790,8203,1.5,0,1,3,0,104,1,8,570223.1185050136
2.0,2.5,2210,6327,1.0,0,0,3,0,11,0,11,667110.3374233128
3.0,2.75,2180,7519,1.0,0,0,4,870,33,0,33,667110.3374233128
3.0,2.25,1410,1290,2.0,0,0,3,120,10,1,11,589927.1679389313
3.0,2.5,1950,3600,2.0,0,0,3,0,4,0,4,339211.3264705882
3.0,2.5,1495,936,3.0,0,0,3,90,8,0,8,573185.0026954178
3.0,2.25,1660,6000,1.0,0,0,3,550,35,1,0,583475.1987418453
3.0,2.5,1950,8130,2.0,0,0,4,0,24,0,24,298517.84
5.0,2.75,2550,5040,1.5,0,0,5,0,112,0,112,573185.0026954178
3.0,1.75,1370,3850,1.0,0,0,5,600,103,1,26,570223.1185050136
4.0,2.5,2200,4000,2.0,0,0,5,770,106,0,106,574543.2427470535
3.0,1.75,1250,6041,1.5,0,0,5,0,72,0,72,570223.1185050136
4.0,2.25,2220,8872,1.0,0,0,4,1110,53,1,13,854623.3027093596
3.0,1.75,1620,4200,1.0,0,0,5,790,69,0,69,576183.7791741472
3.0,1.75,2250,26337,1.0,0,0,3,0,34,0,34,306983.0317460318
3.0,2.5,1720,99916,2.0,0,0,4,0,24,0,24,298517.84
4.0,2.5,3030,9687,2.0,0,0,3,1010,16,1,8,406146.40625
3.0,1.0,1030,9120,1.0,0,0,3,0,53,1,10,306368.0406504065
3.0,2.5,2190,4882,2.0,0,0,3,0,15,0,15,478061.90476190473
3.0,2.0,1440,5600,1.0,0,0,4,720,72,1,7,370580.66352040815
4.0,2.5,2170,9600,1.0,0,0,3,710,34,0,34,664524.1592356688
4.0,3.75,2930,3200,1.5,0,0,5,800,89,0,89,583475.1987418453
3.0,1.5,1180,9048,1.0,0,0,3,0,54,1,2,359824.2021276596
4.0,4.25,2360,57514,2.0,0,0,4,0,75,1,27,290510.51923076925
3.0,1.5,1660,8797,1.0,0,0,4,0,58,0,58,847974.924611399
3.0,2.75,2390,9313,1.0,0,0,5,1000,72,0,72,574543.2427470535
3.0,2.0,1360,5120,1.5,0,0,4,450,90,0,90,583475.1987418453
3.0,2.25,1840,3500,1.5,0,0,5,300,104,0,104,576183.7791741472
3.0,2.25,1800,43647,1.0,0,0,4,0,38,1,22,607079.2441860465
4.0,3.75,4130,12320,2.0,0,0,3,0,13,0,13,674250.625
3.0,1.75,2220,132858,1.0,0,0,3,1110,26,1,14,602238.7424242424
5.0,3.5,3490,9680,2.0,0,4,3,1030,34,0,34,420507.6153846154
4.0,2.5,1830,5175,2.0,0,0,3,0,11,0,11,339211.3264705882
4.0,2.75,1550,4000,1.5,0,0,3,0,84,1,17,573185.0026954178
3.0,2.0,2050,9000,1.0,0,0,4,0,63,1,15,1223622.0
2.0,1.0,1230,6600,1.0,0,0,3,100,108,1,0,576183.7791741472
4.0,2.5,3150,5886,2.0,0,0,3,0,0,0,0,371872.2878787879
3.0,2.25,3800,33825,1.0,0,0,4,470,38,1,22,301453.96774193546
3.0,2.5,1350,3068,2.0,0,0,3,0,23,0,23,576183.7791741472
3.0,2.0,1530,8700,1.0,0,0,4,0,44,0,44,371872.2878787879
3.0,2.5,2290,2798,3.0,0,0,4,0,61,1,31,574543.2427470535
2.0,1.5,1480,15641,1.0,0,0,4,0,74,1,13,583475.1987418453
3.0,1.75,1970,10270,1.0,0,0,4,0,48,0,48,298517.84
2.0,1.0,720,4840,1.0,0,0,4,0,67,1,26,583475.1987418453
3.0,2.0,1080,7236,1.0,0,0,5,0,67,0,67,576183.7791741472
4.0,2.5,2790,45902,2.0,0,0,3,0,27,1,14,632047.53125
5.0,2.75,2040,7488,1.0,0,0,4,840,45,0,45,655071.1991869919
3.0,1.0,1320,8220,1.0,0,0,3,0,55,1,25,335615.4146341463
3.0,2.25,1680,57063,2.0,0,0,4,0,25,0,25,406146.40625
3.0,2.0,2140,4923,1.0,0,0,4,1070,86,0,86,576183.7791741472
3.0,1.75,1660,9600,1.0,0,0,3,280,33,1,1,469170.3125
3.0,2.25,1540,5338,1.0,0,0,5,770,60,0,60,576183.7791741472
3.0,2.0,1880,10758,1.0,0,0,5,940,62,1,16,370580.66352040815
3.0,1.0,1250,15603,1.0,0,0,4,0,55,0,55,376968.54547619045
5.0,2.0,2120,137565,1.5,0,0,3,0,101,1,31,488457.5
3.0,1.75,1810,3000,1.5,0,0,4,0,111,0,111,574543.2427470535
3.0,2.5,2370,11172,2.0,0,0,3,0,21,0,21,676159.8148148148
3.0,2.5,1970,4036,2.0,0,0,4,0,11,0,11,573991.6862745098
3.0,2.5,2110,4099,2.0,0,0,3,0,13,0,13,610245.4411764706
3.0,3.0,2080,10521,1.5,0,0,3,0,10,1,11,655071.1991869919
4.0,2.25,3720,12384,1.0,0,2,5,1860,44,0,44,704425.8029661017
2.0,1.75,1370,5125,1.0,0,0,5,0,70,0,70,573185.0026954178
4.0,2.5,2961,12146,2.0,0,0,3,0,16,1,8,712166.302173913
3.0,2.25,2090,12112,2.0,0,0,3,0,31,1,5,659713.198757764
3.0,2.5,2600,7210,2.0,0,0,3,0,25,0,25,377807.7863636364
3.0,2.25,1870,9000,1.0,0,0,3,430,36,0,36,469170.3125
4.0,2.5,2620,9873,2.0,0,0,3,0,27,1,14,609064.7603305785
3.0,2.5,2430,54059,2.0,0,0,3,0,27,1,14,609064.7603305785
3.0,1.75,1340,16480,1.0,0,0,4,0,46,0,46,301453.96774193546
2.0,1.0,1170,10621,1.0,0,0,3,0,51,1,6,421049.06666666665
3.0,1.75,2000,10182,1.0,0,0,5,600,51,0,51,655071.1991869919
5.0,2.5,2070,12000,1.0,0,0,4,730,47,0,47,859295.1570351758
4.0,3.0,4590,9150,2.0,0,0,3,1100,33,1,1,583475.1987418453
5.0,1.0,2550,4623,2.5,0,0,4,0,109,0,109,570223.1185050136
3.0,1.0,1060,9600,1.0,0,0,4,0,52,0,52,291133.71153846156
2.0,1.75,1220,5000,1.0,0,0,5,360,93,0,93,371872.2878787879
4.0,2.25,1790,7203,1.0,0,0,4,680,41,0,41,461754.1666666667
3.0,2.0,2060,4040,1.0,0,0,4,940,67,1,26,576183.7791741472
2.0,2.5,1140,1182,3.0,0,0,3,0,7,0,7,570223.1185050136
4.0,2.5,2870,12648,2.0,0,0,4,0,28,0,28,611821.4210526316
6.0,1.5,2550,33740,1.0,0,0,4,800,56,1,42,290510.51923076925
4.0,3.5,2790,10125,1.5,0,0,5,0,29,0,29,1099543.2580645161
3.0,1.0,1110,7962,1.0,0,0,3,0,52,1,11,574543.2427470535
2.0,1.0,940,5375,1.0,0,0,4,0,62,0,62,307819.2631578947
3.0,1.75,2880,18296,1.0,0,0,3,1300,56,1,10,338981.5238095238
3.0,1.5,1200,4800,1.0,0,0,4,0,52,0,52,859295.1570351758
3.0,1.0,1030,4958,1.0,0,0,5,0,62,1,16,573185.0026954178
2.0,2.5,1240,2689,2.0,0,0,3,0,28,0,28,302406.8613861386
3.0,2.0,1200,9566,1.0,0,0,3,0,19,0,19,225800.0
3.0,3.25,2780,4002,2.0,0,0,3,0,5,0,5,420666.78571428574
3.0,2.25,1765,7652,2.0,0,0,3,0,18,0,18,298547.1904761905
4.0,2.5,1960,14242,1.0,0,1,4,670,56,1,42,359824.2021276596
2.0,2.5,2680,11214,1.0,0,0,3,0,8,0,8,667110.3374233128
3.0,2.0,1410,7622,1.0,0,0,4,0,31,0,31,370580.66352040815
4.0,2.5,2240,3712,2.0,0,0,3,0,0,0,0,351942.0882352941
4.0,2.75,3120,7644,2.0,0,0,3,0,4,0,4,533938.304347826
3.0,2.25,1450,4706,2.0,0,0,3,0,5,0,5,466376.511627907
3.0,3.0,2340,5002,2.0,0,0,3,0,1,1,91,405031.2631578947
5.0,2.75,2481,4045,2.0,0,0,3,0,0,0,0,289521.22794117645
3.0,3.25,1530,1602,2.0,0,0,3,390,1,1,91,573185.0026954178
3.0,2.25,1250,7500,1.0,0,0,5,0,72,0,72,573185.0026954178
1.0,0.75,560,12120,1.0,0,0,3,0,47,1,3,465467.35714285716
4.0,1.75,2200,7475,1.0,0,0,5,1100,59,0,59,576183.7791741472
3.0,1.75,1460,10584,1.0,0,0,3,470,17,0,17,576183.7791741472
3.0,1.5,1650,9380,1.0,0,0,5,520,36,0,36,376968.54547619045
5.0,2.5,3200,17204,1.0,0,0,3,1040,62,1,6,854623.3027093596
3.0,2.25,2560,41346,2.0,0,0,3,0,28,0,28,611821.4210526316
3.0,2.25,2080,4252,1.5,0,0,3,530,11,0,11,298517.84
3.0,1.0,1070,7140,1.0,0,0,3,0,25,0,25,576183.7791741472
3.0,1.75,2190,12626,2.0,0,0,4,0,36,1,14,297151.21774193546
3.0,1.5,2060,15837,1.5,0,0,3,0,111,1,9,377807.7863636364
3.0,1.75,2640,8000,1.0,0,3,4,1320,54,1,13,1099543.2580645161
3.0,2.5,1720,8755,1.0,0,0,3,720,31,1,5,294129.8971962617
