price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_basement,house_age,is_renovated,years_since_renovation,city_freq,zip
635700.0,4.0,2.5,3240,13978,1.0,0,0,3,1380,37,1,10,0.036740814796300925,98074
482000.0,5.0,2.25,2230,9600,1.0,0,0,3,910,36,0,36,0.02549362659335166,98077
168000.0,2.0,2.5,1160,2174,2.0,0,0,3,0,16,1,8,0.3436640839790053,98106
805000.0,4.0,2.75,2410,6000,1.0,0,0,5,1000,64,0,64,0.3436640839790053,98107
398000.0,2.0,1.0,590,10945,1.5,0,0,3,0,31,1,5,0.0014996250937265683,98010
665000.0,4.0,2.5,2600,17388,2.0,0,0,3,0,18,0,18,0.007748062984253936,98059
592500.0,4.0,3.0,2170,8240,1.0,0,0,4,800,46,0,46,0.05073731567108223,98052
940000.0,4.0,2.75,2080,4000,1.5,0,0,3,0,102,1,14,0.3436640839790053,98107
655000.0,4.0,2.5,2860,12394,2.0,0,0,3,0,15,0,15,0.036740814796300925,98075
622500.0,4.0,2.5,2980,8107,2.0,0,0,3,0,14,0,14,0.015746063484128967,98065
380000.0,2.0,2.5,1230,987,2.0,0,0,3,170,3,0,3,0.3436640839790053,98144
648360.0,4.0,1.75,2260,7005,1.0,0,1,4,1130,67,1,26,0.04073981504623844,98033
432000.0,3.0,2.75,2200,14925,1.0,0,0,3,1100,32,0,32,0.05073731567108223,98053
1050000.0,4.0,2.5,3030,12590,1.5,0,0,4,0,26,0,26,0.06248437890527368,98004
353250.0,2.0,1.0,1060,1600,2.0,0,0,3,0,35,1,0,0.3436640839790053,98144
1000000.0,4.0,3.0,4260,18687,2.0,0,0,3,0,18,0,18,0.036740814796300925,98075
320000.0,3.0,2.25,998,844,2.0,0,0,3,200,7,0,7,0.3436640839790053,98117
349900.0,4.0,2.5,2052,3723,2.0,0,0,3,0,0,0,0,0.03124218945263684,98003
330000.0,4.0,3.5,3150,6202,2.0,0,0,3,0,9,0,9,0.03899025243689078,98042
408000.0,3.0,2.25,1950,7221,1.0,0,0,4,0,8,0,8,0.0069982504373906525,98188
321000.0,3.0,2.25,1347,1292,3.0,0,0,3,0,4,0,4,0.3436640839790053,98125
1051000.0,4.0,3.75,3860,5474,2.5,0,0,3,0,7,0,7,0.039990002499375156,98029
2150000.0,4.0,5.5,5060,10320,2.0,0,0,3,0,6,0,6,0.06248437890527368,98004
359000.0,3.0,1.5,1360,885,3.0,0,0,3,0,6,0,6,0.3436640839790053,98103
300000.0,5.0,2.5,2760,6000,2.0,0,0,3,0,8,0,8,0.3436640839790053,98108
380000.0,5.0,3.5,2420,4670,2.0,0,0,3,0,1,1,91,0.3436640839790053,98118
660000.0,3.0,2.5,2450,4332,2.0,0,0,3,0,4,0,4,0.05073731567108223,98053
355000.0,3.0,2.25,1280,959,3.0,0,0,3,0,9,0,9,0.3436640839790053,98103
259000.0,3.0,2.5,1550,3569,2.0,0,0,3,0,3,0,3,0.03924018995251187,98002
353000.0,1.0,1.0,550,1279,2.0,0,0,3,0,6,0,6,0.3436640839790053,98122
430000.0,2.0,2.5,1520,1588,2.0,0,0,3,280,7,0,7,0.3436640839790053,98144
460000.0,3.0,1.0,1670,4005,1.5,0,0,4,500,75,1,25,0.3436640839790053,98117
80000.0,1.0,0.75,430,5050,1.0,0,0,2,0,102,0,102,0.004498875281179705,98014
782000.0,4.0,2.5,2380,9614,2.0,0,0,4,0,23,0,23,0.06248437890527368,98006
218000.0,3.0,1.0,960,9633,1.0,0,0,5,0,32,0,32,0.006498375406148463,98022
325000.0,3.0,1.0,1920,6862,1.0,0,2,3,800,62,1,6,0.3436640839790053,98118
980000.0,4.0,3.0,3680,5854,1.0,0,3,3,1620,47,1,3,0.3436640839790053,98199
902000.0,4.0,2.25,2530,9200,1.0,0,0,5,960,38,0,38,0.06248437890527368,98006
556000.0,5.0,2.5,3840,16905,2.0,0,0,3,0,23,0,23,0.03124218945263684,98023
662990.0,3.0,1.75,1240,3600,1.5,0,0,5,0,88,0,88,0.3436640839790053,98116
225000.0,2.0,1.0,1300,11867,1.5,0,0,4,0,39,0,39,0.000999750062484379,98051
439950.0,4.0,2.5,2380,12067,2.0,0,0,3,0,12,0,12,0.06248437890527368,98059
175000.0,2.0,1.0,1300,44431,1.0,0,0,5,0,56,0,56,0.03924018995251187,98001
306000.0,2.0,1.0,780,13500,1.0,0,0,4,0,68,1,25,0.02549362659335166,98077
235000.0,4.0,2.5,1810,39639,1.0,0,0,3,580,44,1,0,0.03899025243689078,98042
399500.0,3.0,1.75,2420,12676,2.0,0,0,3,0,103,1,28,0.010997250687328168,98045
478000.0,3.0,1.0,1280,2580,1.5,0,0,3,0,104,1,0,0.3436640839790053,98115
515000.0,2.0,1.0,1680,6500,1.0,0,0,4,540,73,1,16,0.3436640839790053,98136
550000.0,3.0,2.5,2510,5400,2.0,0,0,3,0,22,0,22,0.06248437890527368,98056
149000.0,3.0,1.0,1700,8645,1.0,0,0,3,0,59,1,9,0.3436640839790053,98146
526000.0,3.0,1.75,1680,3420,1.0,0,0,3,720,22,0,22,0.3436640839790053,98115
527550.0,1.0,0.75,820,59677,1.0,0,0,3,0,15,0,15,0.015746063484128967,98065
1050000.0,3.0,4.0,4380,42769,2.0,0,0,5,0,31,0,31,0.05073731567108223,98052
625000.0,3.0,2.5,2600,10092,1.0,0,0,3,0,30,0,30,0.036740814796300925,98074
950000.0,5.0,3.25,3400,7452,2.0,0,0,3,0,15,0,15,0.06248437890527368,98007
377691.0,5.0,1.75,2120,8399,1.0,0,0,4,800,72,1,32,0.02749312671832042,98133
648475.0,4.0,2.75,2250,5700,1.0,0,0,3,1050,63,1,20,0.3436640839790053,98109
383000.0,3.0,1.0,1800,5612,1.0,0,0,4,600,72,1,32,0.3436640839790053,98126
535000.0,3.0,2.5,2210,7620,2.0,0,0,3,0,20,0,20,0.05073731567108223,98052
449950.0,3.0,2.0,1560,4080,2.0,0,0,3,0,91,1,32,0.3436640839790053,98115
465425.0,4.0,2.75,2430,20720,1.0,0,0,3,0,47,1,3,0.02549362659335166,98072
675000.0,4.0,2.5,2560,36601,2.0,0,0,4,0,27,0,27,0.036740814796300925,98075
599000.0,3.0,2.75,1960,2500,1.5,0,0,5,550,88,0,88,0.3436640839790053,98103
416000.0,3.0,1.5,1110,9762,1.0,0,0,4,0,51,0,51,0.05073731567108223,98052
595000.0,2.0,1.5,1030,4500,1.0,0,0,3,200,90,1,3,0.3436640839790053,98109
200000.0,4.0,1.0,1350,11507,1.0,0,0,3,0,48,1,51,0.06248437890527368,98055
402000.0,3.0,2.0,1540,1827,2.0,0,0,3,0,9,0,9,0.039990002499375156,98029
433000.0,4.0,1.75,1830,9600,1.0,0,0,4,820,48,0,48,0.06248437890527368,98006
275000.0,4.0,1.5,1930,15531,2.0,0,0,3,0,35,1,0,0.03124218945263684,98003
410000.0,3.0,2.0,1650,9641,1.5,0,0,3,0,31,1,5,0.04073981504623844,98034
554820.0,4.0,2.0,3510,12905,1.0,0,2,3,1300,49,1,32,0.014996250937265684,98166
1325000.0,4.0,3.0,3370,7920,1.0,0,3,3,1510,26,1,14,0.3436640839790053,98117
735000.0,3.0,2.5,2390,9157,2.0,0,0,3,0,30,0,30,0.05073731567108223,98052
607000.0,3.0,1.0,1230,8114,1.0,0,0,4,0,63,1,15,0.06248437890527368,98004
549900.0,4.0,3.0,2830,213879,2.0,0,0,4,0,27,0,27,0.03924018995251187,98092
258000.0,3.0,1.75,1620,7540,1.0,0,0,3,310,26,1,14,0.021994501374656337,98038
661254.0,4.0,4.0,2290,6250,1.5,0,0,5,600,74,0,74,0.3436640839790053,98116
945000.0,4.0,2.0,2840,13367,1.0,0,0,3,1420,62,1,6,0.001999500124968758,98004
799950.0,4.0,3.5,4220,196817,2.0,0,0,3,0,21,0,21,0.03924018995251187,98092
132500.0,3.0,1.0,1080,10500,1.0,0,0,3,0,47,1,3,0.03924018995251187,98001
467100.0,3.0,1.75,1620,8645,1.0,0,0,3,430,41,1,1,0.05073731567108223,98052
1610000.0,4.0,3.5,4390,11600,2.0,0,3,3,1330,24,1,5,0.0189952511872032,98040
641000.0,3.0,1.75,1620,3975,1.0,0,0,5,680,88,0,88,0.3436640839790053,98117
350000.0,3.0,1.0,1010,11244,1.0,0,0,4,0,67,1,26,0.02749312671832042,98155
335000.0,4.0,2.5,1750,8476,1.0,0,0,4,510,31,0,31,0.06248437890527368,98058
900000.0,3.0,3.5,4080,217697,1.5,0,3,3,0,14,0,14,0.03924018995251187,98092
440000.0,4.0,2.5,2560,10400,1.0,0,0,4,1280,49,0,49,0.039990002499375156,98027
464600.0,3.0,1.75,1120,5500,1.5,0,0,4,0,89,1,46,0.3436640839790053,98136
1200000.0,4.0,3.5,4740,172497,2.0,0,0,3,0,11,0,11,0.05073731567108223,98053
300000.0,2.0,1.0,1340,7788,1.0,0,2,3,0,67,1,2,0.3436640839790053,98178
670500.0,4.0,2.0,1590,6750,1.0,0,0,3,0,63,1,20,0.3436640839790053,98102
552000.0,3.0,1.0,1430,5000,1.0,0,0,4,350,95,1,29,0.3436640839790053,98115
244000.0,4.0,1.0,1450,8960,1.0,0,0,3,0,71,1,12,0.3436640839790053,98146
788600.0,4.0,2.75,3500,7200,2.0,0,0,3,0,9,0,9,0.05073731567108223,98053
445000.0,3.0,2.0,1630,8702,1.0,0,0,3,0,27,1,14,0.06248437890527368,98056
530000.0,4.0,1.75,1814,5000,1.0,0,0,4,870,63,1,15,0.3436640839790053,98115
90000.0,2.0,1.0,580,7500,1.0,0,0,3,0,71,1,12,0.3436640839790053,98178
585000.0,3.0,2.0,1670,4572,1.5,0,0,3,0,83,0,83,0.3436640839790053,98117
498000.0,2.0,2.0,1140,8282,1.0,0,0,3,0,90,1,5,0.04073981504623844,98033
379000.0,2.0,1.0,800,6380,1.0,0,2,3,0,74,1,18,0.3436640839790053,98115
462000.0,3.0,1.75,1300,2580,1.0,0,0,5,480,95,1,80,0.3436640839790053,98115
388000.0,4.0,2.5,2440,7155,2.0,0,0,3,0,21,0,21,0.06248437890527368,98058
255000.0,3.0,2.0,1490,8371,1.5,0,0,3,0,30,0,30,0.03899025243689078,98031
665000.0,3.0,2.75,1800,9550,1.0,0,0,4,480,48,0,48,0.06248437890527368,98006
550000.0,3.0,2.0,1830,9152,1.0,0,0,5,0,55,0,55,0.06248437890527368,98006
606000.0,3.0,1.0,1500,3920,1.0,0,0,3,500,67,1,2,0.3436640839790053,98107
334000.0,4.0,2.5,2210,6080,1.0,0,2,4,800,49,0,49,0.3436640839790053,98178
360000.0,3.0,2.0,1270,1323,3.0,0,0,3,0,8,0,8,0.3436640839790053,98103
235000.0,2.0,1.0,1140,1730,1.5,0,0,3,130,7,0,7,0.3436640839790053,98126
580000.0,3.0,2.5,1620,1173,3.0,0,4,3,150,6,0,6,0.3436640839790053,98103
355000.0,3.0,2.0,1220,1186,3.0,0,0,3,0,7,0,7,0.3436640839790053,98103
375000.0,2.0,2.5,750,1430,2.0,0,0,3,0,8,0,8,0.3436640839790053,98122
372000.0,4.0,1.75,1960,9300,1.0,0,0,5,620,35,0,35,0.010997250687328168,98045
479000.0,3.0,1.0,1370,3000,1.5,0,0,3,0,90,1,3,0.3436640839790053,98103
2000000.0,5.0,4.0,4580,4443,3.0,1,4,3,0,10,1,11,0.036740814796300925,98075
1680000.0,4.0,4.25,5584,68257,2.0,0,0,3,0,16,1,8,0.004498875281179705,98014
501000.0,2.0,1.0,1010,4320,1.0,0,0,5,0,90,1,58,0.3436640839790053,98115
245000.0,3.0,1.75,1260,6908,1.0,0,0,3,0,20,0,20,0.021994501374656337,98038
496700.0,3.0,2.5,1740,5782,2.0,0,0,4,0,25,0,25,0.039990002499375156,98029
347000.0,4.0,1.5,2670,10026,2.0,0,0,3,0,18,0,18,0.03924018995251187,98092
199000.0,2.0,1.0,720,7200,1.0,0,0,5,0,71,0,71,0.06248437890527368,98058
440500.0,3.0,2.5,2460,4399,2.0,0,0,3,0,7,0,7,0.015746063484128967,98065
820000.0,4.0,2.5,3670,7000,2.0,0,0,3,0,9,0,9,0.036740814796300925,98075
325000.0,4.0,3.5,2630,3435,1.5,0,3,3,990,30,0,30,0.0069982504373906525,98188
195000.0,3.0,1.75,1570,8459,1.0,0,0,3,0,23,0,23,0.006498375406148463,98022
675000.0,3.0,3.0,2980,28000,1.0,0,0,3,1160,33,1,1,0.05073731567108223,98052
295000.0,3.0,2.5,1560,4200,2.0,0,0,3,0,11,0,11,0.021994501374656337,98038
355300.0,3.0,2.5,1620,7410,1.0,0,0,5,0,59,0,59,0.02749312671832042,98133
276000.0,3.0,1.0,1140,5000,1.0,0,0,3,0,54,1,2,0.3436640839790053,98106
460000.0,2.0,1.5,2730,19877,1.0,0,0,4,1160,38,1,22,0.0094976255936016,98019
880000.0,3.0,2.0,2130,35169,1.0,0,0,4,0,25,0,25,0.02549362659335166,98072
370000.0,3.0,2.5,1780,4050,2.0,0,0,3,0,13,0,13,0.02749312671832042,98155
346000.0,4.0,2.5,2100,3916,2.0,0,0,3,0,5,0,5,0.06248437890527368,98058
172500.0,3.0,1.0,1140,8800,1.0,0,0,3,0,42,1,12,0.03924018995251187,98001
379950.0,3.0,1.5,1690,9144,1.0,0,0,4,550,58,0,58,0.01374656335916021,98028
468000.0,2.0,1.0,1160,6000,1.0,0,0,4,300,72,1,32,0.3436640839790053,98115
477000.0,4.0,2.75,1720,6270,2.0,0,0,3,0,36,0,36,0.3436640839790053,98118
529000.0,3.0,1.0,1210,3328,1.5,0,0,4,0,90,0,90,0.3436640839790053,98107
312000.0,3.0,1.5,1255,1374,3.0,0,0,3,0,10,1,11,0.3436640839790053,98125
326100.0,2.0,1.0,880,7683,1.0,0,0,3,0,72,1,15,0.3436640839790053,98177
360000.0,3.0,1.0,1050,9206,1.5,0,0,3,0,60,1,9,0.3436640839790053,98125
438000.0,3.0,1.75,1650,12940,1.0,0,0,4,0,53,1,13,0.01374656335916021,98028
360000.0,3.0,1.0,1570,9467,1.0,0,0,3,0,60,1,9,0.02749312671832042,98177
1050000.0,4.0,2.5,2920,7200,1.0,0,3,3,1450,93,1,8,0.3436640839790053,98144
688000.0,4.0,3.0,3000,4000,1.5,0,3,3,1030,101,1,0,0.3436640839790053,98144
585000.0,3.0,1.75,1850,7735,1.0,0,0,4,0,31,0,31,0.039990002499375156,98027
265000.0,3.0,2.5,1440,7741,1.0,0,0,4,440,31,0,31,0.03899025243689078,98031
375000.0,3.0,1.75,1440,8775,1.0,0,0,3,0,41,1,1,0.04073981504623844,98034
326500.0,3.0,1.0,1810,12375,2.0,0,0,3,0,44,1,0,0.02549362659335166,98072
160000.0,2.0,1.0,1180,9350,1.0,0,0,3,0,96,0,96,0.3436640839790053,98178
1570000.0,4.0,3.75,3070,5850,2.0,0,0,5,670,87,0,87,0.3436640839790053,98112
735000.0,5.0,2.75,3390,5211,2.0,0,0,3,0,10,1,11,0.036740814796300925,98075
400000.0,2.0,1.0,1470,6120,1.0,0,0,2,0,74,0,74,0.3436640839790053,98115
800000.0,4.0,2.5,2680,7200,1.0,0,0,3,1300,62,1,1,0.04073981504623844,98033
949880.0,4.0,2.25,2290,10687,2.0,0,0,3,0,36,0,36,0.06248437890527368,98004
405000.0,3.0,1.75,1980,8100,1.0,0,0,4,670,65,1,29,0.02749312671832042,98133
399000.0,4.0,2.5,2870,9292,2.0,0,0,3,330,35,1,0,0.06248437890527368,98058
730001.0,3.0,2.0,1840,4750,1.0,0,0,5,830,63,0,63,0.3436640839790053,98117
1795000.0,4.0,3.25,4060,13000,2.0,0,3,3,0,14,0,14,0.0189952511872032,98040
260000.0,3.0,2.0,1630,8018,1.0,0,0,3,0,11,0,11,0.0014996250937265683,98047
751750.0,2.0,2.0,1880,5400,1.5,0,0,3,0,112,0,112,0.3436640839790053,98112
325000.0,3.0,1.75,1780,13095,1.0,0,0,4,0,31,0,31,0.03899025243689078,98042
344950.0,4.0,2.0,2330,6250,1.0,0,0,4,930,73,1,16,0.03899025243689078,98030
457500.0,3.0,1.75,1840,4030,1.0,0,0,5,790,89,0,89,0.3436640839790053,98108
389000.0,5.0,2.0,2330,10750,1.0,0,0,4,1140,52,0,52,0.01374656335916021,98028
515000.0,4.0,2.5,3200,6473,2.0,0,0,3,0,9,0,9,0.06248437890527368,98059
732000.0,3.0,2.5,2330,1987,2.0,0,4,3,920,10,1,11,0.3436640839790053,98107
415000.0,3.0,2.25,1950,8868,1.0,0,0,3,600,50,1,14,0.02749312671832042,98155
1655000.0,4.0,3.5,3080,4815,2.0,0,3,3,780,77,1,5,0.3436640839790053,98199
535000.0,2.0,1.0,1040,5527,1.0,0,0,3,0,63,1,20,0.3436640839790053,98115
540000.0,4.0,4.25,1960,3565,2.0,0,0,3,0,74,1,11,0.3436640839790053,98116
525000.0,5.0,3.0,2750,3800,1.5,0,0,5,1000,88,0,88,0.3436640839790053,98115
570000.0,3.0,1.75,1930,36210,1.0,0,0,3,0,37,1,10,0.02549362659335166,98072
569950.0,5.0,4.5,4850,40902,2.0,0,0,3,0,13,0,13,0.03124218945263684,98023
283200.0,4.0,2.5,1982,6406,2.0,0,0,3,0,10,1,11,0.03899025243689078,98030
1100000.0,3.0,2.75,2640,4050,1.5,0,0,5,890,88,0,88,0.3436640839790053,98112
830000.0,4.0,2.5,1850,50662,1.0,0,0,3,420,36,0,36,0.05073731567108223,98052
495000.0,4.0,2.25,1940,9144,1.0,0,0,4,510,58,0,58,0.06248437890527368,98007
292050.0,5.0,3.0,2840,7199,1.0,0,0,3,1130,11,0,11,0.006748312921769558,98178
415000.0,5.0,1.5,1900,10226,1.0,0,0,3,770,53,1,10,0.04073981504623844,98034
295832.0,5.0,1.0,1410,6400,1.0,0,0,5,450,59,0,59,0.01274681329667583,98198
450000.0,4.0,2.5,2520,8515,2.0,0,0,3,0,15,0,15,0.0094976255936016,98019
1381000.0,4.0,3.75,3160,9525,2.5,0,0,3,0,17,0,17,0.0189952511872032,98040
857000.0,4.0,3.0,3720,29043,2.0,0,0,3,0,23,0,23,0.04073981504623844,98033
499950.0,3.0,3.5,1820,1501,2.0,0,0,3,390,0,0,0,0.3436640839790053,98144
465000.0,3.0,2.0,1560,8640,1.0,0,0,5,0,47,0,47,0.04073981504623844,98034
329000.0,3.0,1.0,1600,5952,1.0,0,0,4,450,50,0,50,0.3436640839790053,98106
475000.0,3.0,2.0,1230,11502,1.0,0,0,4,0,30,0,30,0.05073731567108223,98052
255000.0,3.0,1.0,960,8100,1.0,0,0,3,0,59,1,9,0.02749312671832042,98155
435000.0,3.0,1.0,1270,4000,1.5,0,2,3,0,86,1,60,0.3436640839790053,98126
685000.0,3.0,2.5,2810,7700,2.0,0,0,3,0,13,0,13,0.06248437890527368,98006
715000.0,2.0,2.5,2160,5581,1.0,0,0,3,0,12,0,12,0.05073731567108223,98053
780000.0,3.0,3.0,2520,2152,1.5,0,0,3,960,89,1,8,0.3436640839790053,98119
345000.0,2.0,1.5,1180,844,2.0,0,0,3,190,9,0,9,0.3436640839790053,98144
355000.0,4.0,2.25,1810,4970,2.0,0,0,3,0,11,0,11,0.06248437890527368,98059
282000.0,3.0,2.5,1680,15711,1.0,0,0,3,440,20,0,20,0.03899025243689078,98031
244000.0,3.0,1.0,910,5250,1.0,0,0,4,0,43,0,43,0.014996250937265684,98166
967500.0,3.0,3.75,3250,5797,2.0,0,2,4,880,63,1,15,0.3436640839790053,98199
375000.0,3.0,1.5,2000,7294,1.0,0,0,3,480,49,1,21,0.3436640839790053,98118
1600000.0,3.0,3.25,3790,19000,2.0,0,4,3,0,29,0,29,0.3436640839790053,98177
527500.0,3.0,1.75,2310,78844,1.0,0,0,3,550,37,1,10,0.039990002499375156,98027
994000.0,3.0,2.25,2510,6339,1.5,0,2,5,700,82,1,12,0.3436640839790053,98199
313000.0,3.0,1.75,1320,6205,1.0,0,0,5,0,66,1,29,0.02749312671832042,98133
587000.0,3.0,2.25,2370,217800,2.0,0,0,3,0,35,1,0,0.05073731567108223,98053
304000.0,3.0,1.0,900,7500,1.0,0,0,4,0,42,0,42,0.04073981504623844,98034
675000.0,3.0,2.5,2540,7680,2.0,0,1,4,0,74,1,13,0.3436640839790053,98177
305000.0,4.0,1.0,2100,9288,1.0,0,0,4,1050,46,0,46,0.06248437890527368,98058
280000.0,3.0,1.0,1200,6250,1.0,0,0,3,280,71,1,12,0.3436640839790053,98168
960000.0,5.0,4.0,3720,15200,2.0,0,0,3,0,9,0,9,0.036740814796300925,98075
500000.0,3.0,2.25,1760,4539,2.0,0,0,3,0,26,1,14,0.039990002499375156,98029
274950.0,3.0,1.75,1670,7415,1.0,0,0,3,350,27,1,14,0.009247688077980504,98042
455600.0,3.0,2.5,2420,8252,2.0,0,0,3,0,16,1,8,0.015746063484128967,98065
970000.0,5.0,3.0,3480,15185,2.0,0,0,4,0,50,0,50,0.0189952511872032,98040
312900.0,4.0,2.5,1630,4473,2.0,0,0,3,0,11,0,11,0.021994501374656337,98038
535000.0,4.0,2.5,2340,5600,2.0,0,0,3,0,93,1,1,0.3436640839790053,98146
427000.0,2.0,1.0,920,3780,1.0,0,0,3,0,104,1,8,0.3436640839790053,98103
405000.0,2.0,1.0,910,6490,1.0,0,0,3,0,72,1,15,0.3436640839790053,98115
480000.0,3.0,1.0,1150,4945,1.0,0,2,3,0,71,1,12,0.3436640839790053,98126
725000.0,3.0,1.5,2500,4774,1.5,0,2,3,1050,74,1,18,0.3436640839790053,98107
293000.0,4.0,2.5,3250,235063,1.0,0,2,3,0,41,1,1,0.03924018995251187,98092
268000.0,4.0,2.0,1930,6600,1.0,0,0,4,900,47,0,47,0.014996250937265684,98168
475000.0,4.0,3.5,3400,234352,2.0,0,0,3,900,23,0,23,0.0069982504373906525,98070
488000.0,3.0,2.5,1590,2550,3.0,0,0,3,0,29,0,29,0.3436640839790053,98117
760000.0,4.0,2.5,3330,7399,2.0,0,0,3,0,5,0,5,0.05073731567108223,98052
1710000.0,5.0,4.5,4590,14685,2.0,0,0,3,0,5,0,5,0.04073981504623844,98033
754950.0,3.0,2.5,2610,7256,2.0,0,0,3,0,0,0,0,0.04073981504623844,98033
263900.0,3.0,2.5,1658,2700,2.0,0,0,3,0,0,0,0,0.01274681329667583,98198
460000.0,3.0,3.5,1600,1431,2.0,0,0,3,360,8,0,8,0.3436640839790053,98117
399950.0,3.0,3.0,1296,1051,3.0,0,0,3,0,5,0,5,0.3436640839790053,98125
370000.0,2.0,2.25,1280,835,2.0,0,0,3,200,5,0,5,0.3436640839790053,98118
1149000.0,4.0,3.0,5940,11533,2.0,0,4,3,990,10,1,11,0.015746063484128967,98065
450800.0,4.0,3.25,2510,5311,2.0,0,0,3,0,5,0,5,0.06248437890527368,98056
627000.0,3.0,3.5,2710,3475,2.0,0,0,3,1060,9,0,9,0.039990002499375156,98027
495000.0,3.0,2.5,1750,1548,3.0,0,0,3,0,1,1,91,0.3436640839790053,98118
310000.0,3.0,1.0,1430,19901,1.5,0,0,4,0,87,0,87,0.01374656335916021,98028
550000.0,4.0,1.0,1660,34848,1.0,0,0,1,730,81,0,81,0.05073731567108223,98052
215000.0,2.0,1.0,1320,8865,1.0,0,0,4,0,71,0,71,0.014996250937265684,98168
799000.0,4.0,3.0,2580,209523,2.0,0,0,3,0,30,0,30,0.05073731567108223,98053
630000.0,4.0,2.5,2740,43101,2.0,0,0,3,0,21,0,21,0.02549362659335166,98077
267000.0,3.0,2.5,2495,4400,2.0,0,0,3,0,7,0,7,0.03124218945263684,98001
900000.0,6.0,2.75,2300,24773,1.5,0,0,4,0,64,1,29,0.0189952511872032,98040
365000.0,3.0,1.5,1300,12240,1.0,0,0,3,0,51,1,6,0.01374656335916021,98028
544500.0,4.0,2.5,2230,10414,1.0,0,0,5,780,40,0,40,0.039990002499375156,98075
599000.0,4.0,2.75,2020,2750,1.0,0,0,3,1010,97,1,0,0.3436640839790053,98122
815000.0,4.0,2.25,2000,3800,2.0,0,0,3,0,13,0,13,0.3436640839790053,98115
254000.0,2.0,1.0,1060,8187,1.0,0,0,4,0,62,0,62,0.02749312671832042,98133
740000.0,2.0,1.75,2080,4800,1.0,0,0,5,1000,91,0,91,0.3436640839790053,98117
225000.0,3.0,2.0,2030,24829,1.0,0,0,4,810,35,0,35,0.03924018995251187,98001
925000.0,3.0,2.5,2690,7000,2.0,0,0,5,850,71,0,71,0.3436640839790053,98115
1285000.0,4.0,2.5,3240,10800,1.0,0,0,3,980,68,0,68,0.3436640839790053,98105
537000.0,3.0,2.5,1550,12920,2.0,0,0,5,0,15,0,15,0.04073981504623844,98033
335000.0,4.0,2.0,1480,3132,1.0,0,0,5,740,104,0,104,0.3436640839790053,98108
840000.0,4.0,2.75,3040,2800,2.0,0,0,3,940,108,1,0,0.3436640839790053,98102
224000.0,3.0,1.5,1560,7300,1.0,0,0,4,520,50,0,50,0.03924018995251187,98001
395000.0,3.0,2.5,2250,3757,2.0,0,0,3,0,8,0,8,0.06248437890527368,98059
450000.0,3.0,1.0,1100,4600,1.0,0,0,3,0,97,1,5,0.3436640839790053,98116
681000.0,3.0,1.0,1700,6356,1.5,0,0,3,0,107,1,31,0.3436640839790053,98118
898000.0,5.0,1.5,2680,28014,1.0,0,0,4,1230,51,0,51,0.06248437890527368,98004
370000.0,3.0,1.0,800,2296,1.0,0,0,4,0,106,0,106,0.3436640839790053,98103
429000.0,2.0,1.75,1350,6315,1.0,0,0,3,0,9,0,9,0.05073731567108223,98053
150000.0,3.0,1.0,820,7680,1.5,0,0,3,0,104,1,8,0.3436640839790053,98106
555000.0,3.0,2.5,3160,4270,2.0,0,0,3,510,8,0,8,0.007498125468632842,98011
326000.0,3.0,2.75,1720,28000,1.0,0,0,4,0,56,1,42,0.06248437890527368,98058
225000.0,3.0,2.5,1680,6755,2.0,0,0,3,0,20,0,20,0.03924018995251187,98092
245100.0,3.0,1.75,1300,7958,1.0,0,0,3,0,18,0,18,0.03924018995251187,98092
665000.0,3.0,2.5,2190,10370,2.0,0,0,3,0,27,1,14,0.036740814796300925,98074
535000.0,3.0,2.5,1720,4006,2.0,0,0,3,0,20,0,20,0.039990002499375156,98029
305000.0,3.0,1.0,1160,11776,1.0,0,0,3,0,46,1,17,0.02549362659335166,98077
999000.0,7.0,4.0,3150,34830,1.0,0,0,3,0,57,1,9,0.06248437890527368,98007
215000.0,3.0,1.75,1210,8075,1.0,0,0,4,0,31,0,31,0.0014996250937265683,98047
432500.0,3.0,1.75,1980,5100,1.0,0,0,3,710,49,1,21,0.3436640839790053,98103
655000.0,4.0,2.5,2990,5669,2.0,0,0,3,0,11,0,11,0.036740814796300925,98074
266200.0,3.0,1.5,1430,9600,1.0,0,0,4,0,48,0,48,0.06248437890527368,98059
244615.0,3.0,2.5,2060,4030,2.0,0,0,3,0,15,0,15,0.03899025243689078,98032
460000.0,4.0,3.0,2230,52983,2.0,0,0,3,0,23,0,23,0.03899025243689078,98030
370000.0,4.0,2.5,3090,18645,2.0,0,0,3,0,19,0,19,0.03124218945263684,98023
465000.0,6.0,3.25,4250,23326,1.0,0,3,3,2100,47,1,3,0.03124218945263684,98003
1175000.0,3.0,2.5,1970,23180,1.0,1,4,3,870,77,1,16,0.3436640839790053,98136
189000.0,2.0,2.0,1700,3171,1.0,0,0,5,850,87,0,87,0.03924018995251187,98002
820000.0,3.0,2.5,2510,5503,2.0,0,2,3,0,19,0,19,0.3436640839790053,98136
968000.0,6.0,2.75,3610,17580,1.0,0,4,5,1540,55,0,55,0.036740814796300925,98075
1400000.0,4.0,3.25,2980,7000,2.0,0,3,3,840,114,1,0,0.3436640839790053,98144
438750.0,3.0,1.75,1610,6480,1.0,0,0,4,0,67,1,26,0.3436640839790053,98125
